,epoch,loss,accuracy,val_loss,val_accuracy
0,0,1.2131589651107788,0.3532558083534241,1.1627755165100098,0.35499998927116394
1,1,1.161880373954773,0.3591694235801697,1.156315803527832,0.3970000147819519
2,2,1.1533033847808838,0.375348836183548,1.14414381980896,0.40799999237060547
3,3,1.1434484720230103,0.3910631239414215,1.1308646202087402,0.4309999942779541
4,4,1.1350265741348267,0.3958139419555664,1.1195213794708252,0.4480000138282776
5,5,1.1279771327972412,0.4028903543949127,1.106702446937561,0.46299999952316284
6,6,1.117891788482666,0.41212624311447144,1.0930145978927612,0.48399999737739563
7,7,1.1061038970947266,0.4244518280029297,1.0823060274124146,0.4950000047683716
8,8,1.1007932424545288,0.4300000071525574,1.0716387033462524,0.48899999260902405
9,9,1.0960437059402466,0.4252159595489502,1.0440728664398193,0.5350000262260437
10,10,1.0915324687957764,0.4319601356983185,1.046312689781189,0.5320000052452087
11,11,1.0834765434265137,0.4386378824710846,1.0575270652770996,0.48100000619888306
12,12,1.0737507343292236,0.4501328766345978,1.0583083629608154,0.49799999594688416
13,13,1.0722459554672241,0.44903653860092163,1.0079808235168457,0.5569999814033508
14,14,1.065395474433899,0.458770751953125,1.0088026523590088,0.5339999794960022
15,15,1.057429313659668,0.45747509598731995,0.9989045262336731,0.5440000295639038
16,16,1.046515941619873,0.46478405594825745,1.009224772453308,0.5640000104904175
17,17,1.0496915578842163,0.4617607891559601,1.0127942562103271,0.5
18,18,1.039820671081543,0.47186046838760376,1.0006072521209717,0.546999990940094
19,19,1.0407750606536865,0.4765116274356842,0.9681182503700256,0.5809999704360962
20,20,1.0340393781661987,0.47601330280303955,0.9752920866012573,0.546999990940094
21,21,1.0286997556686401,0.4806976616382599,0.9481323957443237,0.5950000286102295
22,22,1.025038242340088,0.48132890462875366,0.9707962870597839,0.5479999780654907
23,23,1.021652340888977,0.4839867055416107,0.9707942605018616,0.5600000023841858
24,24,1.0177704095840454,0.4876079857349396,0.9539744257926941,0.5809999704360962
25,25,1.0124273300170898,0.48671096563339233,0.9335240721702576,0.5929999947547913
26,26,1.0070288181304932,0.4985714256763458,0.9410179257392883,0.5929999947547913
27,27,1.0094510316848755,0.4924916923046112,0.9276917576789856,0.5680000185966492
28,28,0.9980905055999756,0.5018272399902344,0.9143181443214417,0.593999981880188
29,29,1.0001578330993652,0.4968438446521759,0.9267557263374329,0.5720000267028809
30,30,0.9944283962249756,0.4980066418647766,0.9340357184410095,0.593999981880188
31,31,0.9866657257080078,0.502059817314148,0.915625810623169,0.5960000157356262
32,32,0.9893867373466492,0.5014285445213318,0.9414418935775757,0.5799999833106995
33,33,0.9864715933799744,0.5009302496910095,0.882676899433136,0.6179999709129333
34,34,0.9910681843757629,0.5009966492652893,0.9177145957946777,0.5950000286102295
35,35,0.9842932224273682,0.5044186115264893,0.9197219014167786,0.5830000042915344
36,36,0.9747009873390198,0.5100664496421814,0.9036598205566406,0.6100000143051147
37,37,0.9758999347686768,0.5108305811882019,0.8921235203742981,0.6169999837875366
38,38,0.9778344035148621,0.5048505067825317,0.881055474281311,0.6150000095367432
39,39,0.9682742953300476,0.5127574801445007,0.9177703261375427,0.5429999828338623
40,40,0.9612382054328918,0.5218604803085327,0.8810083270072937,0.6230000257492065
41,41,0.9695224761962891,0.5095016360282898,0.8813775181770325,0.6190000176429749
42,42,0.9642763137817383,0.5160465240478516,0.8537071347236633,0.6349999904632568
43,43,0.9653165936470032,0.5137209296226501,0.8836736083030701,0.6240000128746033
44,44,0.9637128114700317,0.514451801776886,0.8799291253089905,0.6179999709129333
45,45,0.9703407883644104,0.5163787603378296,0.890606701374054,0.6079999804496765
46,46,0.9605071544647217,0.5199335813522339,0.8470886945724487,0.6359999775886536
47,47,0.9593759179115295,0.5206312537193298,0.8682825565338135,0.6309999823570251
48,48,0.9705927968025208,0.506710946559906,0.877576470375061,0.6299999952316284
49,49,0.9529790282249451,0.523554801940918,0.861889660358429,0.6370000243186951
50,50,0.955165684223175,0.5261461734771729,0.8553901314735413,0.6269999742507935
51,51,0.9551230669021606,0.5206644535064697,0.8761191368103027,0.5929999947547913
52,52,0.9506567120552063,0.5258471965789795,0.8633501529693604,0.6230000257492065
53,53,0.9554351568222046,0.5210298895835876,0.8707723021507263,0.6069999933242798
54,54,0.9506080150604248,0.530764102935791,0.8957395553588867,0.609000027179718
55,55,0.9521659016609192,0.5209634304046631,0.8470423817634583,0.6240000128746033
56,56,0.9436457753181458,0.5264119505882263,0.8456440567970276,0.6320000290870667
57,57,0.9428187012672424,0.5301660895347595,0.8688938021659851,0.6069999933242798
58,58,0.9491806626319885,0.5231229066848755,0.8289743065834045,0.6290000081062317
59,59,0.939814567565918,0.5335547924041748,0.8639956712722778,0.6320000290870667
60,60,0.9463899731636047,0.5300664305686951,0.8541136980056763,0.6230000257492065
61,61,0.9338855147361755,0.5328571200370789,0.8395995497703552,0.6320000290870667
62,62,0.9419001340866089,0.5258139371871948,0.8677456974983215,0.6039999723434448
63,63,0.9430477619171143,0.5222923755645752,0.8676388263702393,0.6060000061988831
64,64,0.9384775161743164,0.5368770956993103,0.8336635828018188,0.6510000228881836
65,65,0.9382858276367188,0.5350498557090759,0.8500458002090454,0.6190000176429749
66,66,0.9434757232666016,0.5320930480957031,0.8454390168190002,0.6299999952316284
67,67,0.9445865750312805,0.5252159237861633,0.8212102055549622,0.6629999876022339
68,68,0.9442840814590454,0.5285714268684387,0.8420854210853577,0.621999979019165
69,69,0.9394187331199646,0.5312292575836182,0.8545750379562378,0.6309999823570251
70,70,0.940211832523346,0.532126247882843,0.8510569930076599,0.6420000195503235
71,71,0.9329959154129028,0.5303322076797485,0.8374584317207336,0.6389999985694885
72,72,0.927516520023346,0.5411295890808105,0.8654698133468628,0.6169999837875366
73,73,0.9337679743766785,0.5304983258247375,0.8151270151138306,0.640999972820282
74,74,0.93351811170578,0.5381063222885132,0.8290098309516907,0.6380000114440918
75,75,0.931304931640625,0.5358471870422363,0.8587793111801147,0.6179999709129333
76,76,0.9370386600494385,0.5339534878730774,0.8486493229866028,0.621999979019165
77,77,0.9386711120605469,0.5289368629455566,0.8322312235832214,0.6290000081062317
78,78,0.923427164554596,0.5397674441337585,0.8219455480575562,0.6349999904632568
79,79,0.9285473823547363,0.5414950251579285,0.8134494423866272,0.6869999766349792
80,80,0.9428508877754211,0.5276079773902893,0.8387342691421509,0.6399999856948853
81,81,0.926995038986206,0.5395681262016296,0.8360403776168823,0.6480000019073486
82,82,0.92811119556427,0.533156156539917,0.8484814167022705,0.6140000224113464
83,83,0.9250388145446777,0.5326246023178101,0.8420210480690002,0.6150000095367432
84,84,0.9215710163116455,0.5429235696792603,0.8062490820884705,0.6650000214576721
85,85,0.9307867884635925,0.533156156539917,0.7956775426864624,0.6729999780654907
86,86,0.9278509020805359,0.5368438363075256,0.8060625195503235,0.6710000038146973
87,87,0.9300696849822998,0.5371428728103638,0.838463544845581,0.6340000033378601
88,88,0.9287668466567993,0.5359468460083008,0.8358954191207886,0.640999972820282
89,89,0.9185160994529724,0.5440863966941833,0.8325521349906921,0.6230000257492065
90,90,0.9289397597312927,0.5342192649841309,0.8229931592941284,0.6570000052452087
91,91,0.9264457821846008,0.5426245927810669,0.8299801349639893,0.6610000133514404
92,92,0.9244518280029297,0.5372425317764282,0.8217917680740356,0.628000020980835
93,93,0.922530472278595,0.5413289070129395,0.8381521105766296,0.6380000114440918
94,94,0.9242796301841736,0.5343189239501953,0.8285179734230042,0.652999997138977
95,95,0.9204309582710266,0.5427907109260559,0.8367404937744141,0.6430000066757202
96,96,0.9258742928504944,0.5384052991867065,0.8015764951705933,0.6919999718666077
97,97,0.9128541350364685,0.5450498461723328,0.8020177483558655,0.652999997138977
98,98,0.9212988018989563,0.5382724404335022,0.8272729516029358,0.6349999904632568
99,99,0.9157677888870239,0.5449501872062683,0.8289759159088135,0.628000020980835
100,100,0.9206991195678711,0.5416278839111328,0.8390421271324158,0.6299999952316284
101,101,0.9084902405738831,0.5513288974761963,0.8151209950447083,0.6389999985694885
102,102,0.9141761064529419,0.5459136366844177,0.8186643719673157,0.6579999923706055
